,TranslatedRecipeName,Cuisine,Image_URL
1624,Oats Sugar Pongal,South Indian,
1625,Chatpata Lobia Chaat,North Indian,
1626,Chettinad Style Pepper Cabbage,Chettinad,
1627,Indori Poha,North Indian,
1628,Chocolate Chip Cookies With Coconut,Continental,
1629,Singhara Ato Chill,North Indian,
1630,Neychoru,South Indian,
1631,Maharashtrian Tandalachi Ukad,Maharashtrian,
1632,Parmesan Corn Chili Fries,Continental,
1633,Banana Stem Chickpea Curry,Coastal Karnataka,
1634,Dal Fara,South Indian,
1635,Aval Payasam,Tamil Nadu,
1637,Chilled Spinach And Cucumber Soup,Continental,
1638,Bengali Holud Mishti Pulao,Bengali,
1639,Chotti Aloor Dum,North Indian,
1640,Mango Rice Noodle Salad With Cucumber & Carrot,Vietnamese,
1642,Gilka Bhajji,Maharashtrian,
1643,French Toast Flavored with Orange,French,
1644,Bisi Bele Bath,South Indian,
1646,Godhi Chutney Podi,South Indian,
1647,Suji Manda Pitha,Oriya,
1648,Spinach Enchilada,Mexican,
1649,Crostini With Peppers & Cheese,Italian,
1650,Karnataka Style Hurali Kalu Saaru,Karnataka,
1651,Sweet and Spicy Raw Mango Chutney,Indian,
1652,Carrot Curd Rice,Indian,
1653,Beerakaya Tomato Koora,Andhra,
1654,Sholeh Zard,Middle Eastern,
1655,Tamarind Chilli Potato,Indian,
1656,Cheese and Bacon Pinwheels,Continental,
1658,Roasted Tomato Basil Pasta & Pizza Sauce,Italian,
1659,Paal Payasam,Indian,
1660,Spicy Indian Style Onion Rings,Indian,
1661,Penne Arrabbiata Pasta,Italian,
1662,Amritsari Gobi Matar,North Indian,
1663,Green Peas Sandwich,Continental,
1664,Congress Buns,South Karnataka,
1665,Lemon 7 Up Cake,Indian,
1667,Sprouted Moong And Onion Pakora,Indian,
1668,Beetroot Juice With Cucumber & Pineapple,Continental,
1669,Andhra Vankaya Fry With Peanuts,Andhra,
1670,Banana Apple Porridge,Indian,
1671,One Pot Masala Vegetable Rice,Indian,
1672,Beans Vepudu,Andhra,
1673,Lentil Spinach,Tamil Nadu,
1674,Rose Greek Yogurt Dessert With Pista & Coconut,Fusion,
1675,Hyderabadi Laziz Lamb Handi,Punjabi,
1676,Raw Mango Puliyogare Gojju With Peanuts,South Indian,
1677,Broccoli Chocolate Muffins,Continental,
1678,Stuffed Bharwa Tinda,Punjabi,
1679,Tadkewali Masoor Dal Khichdi With Garlic & Onions,North Indian,
1680,Maharashtrian Kulith Shengole,Maharashtrian,
1681,Saffron Cream Milk,North Indian,
1682,Lentil Bread Buttermilk,Tamil Nadu,
1683,Chocolate And Semolina Halwa,South Indian,
1684,Himachal Pahari Style Teliah Mah,Himachal,
1685,Arbi Ajwain Ki Sabzi,Rajasthani,
1686,Barnyard Millet Mushroom Biryani,Indian,
1687,High,Indian,
1688,Mexican Fiesta Soup With Roasted Tomatillo Pesto,Mexican,
1689,North Indian Sooji Halwa,North Indian,
1690,Mustard Green Chilli Pickle,Indian,
1691,Mint & Coriander Chilli Potato Salad,Continental,
1692,Orange Peel Kuzhambu,South Indian,
1693,Mixed Vegetable Rice Cutlet,Indian,
1694,Aloo Took,Sindhi,
1695,Poliyodharai,South Indian,
1696,Andhra Style Kandi Attu,Andhra,
1697,Quinoa Chocolate Carrot Cake,Continental,
1698,Sugar Free Dates Flavored Yogurt,Indian,
1699,Kancha Peper Kofta Curry,Bengali,
1700,Crepes Stuffed with Nutella and Seasonal Fruits,Continental,
1701,Queso Dip,Continental,
1702,Motichoor Modak,Indian,
1703,Ragi & Oats Rava Idli,South Indian,
1704,Scrambled Tofu Noodles,Asian,
1705,Methi Soya Chunks Vegetable,North Indian,
1707,Roasted Beet Salad With Pearl Barley & Spinach,Continental,
1708,Braided Almond Roll,Continental,
1709,Maharashtrian Masale Baath,Indian,
1710,Salted Caramel Sauce,Continental,
1711,Karnataka Style Badanekai Yennegai Gojju,North Karnataka,
1712,Niramish Aloo Dum Sabzi,Indian,
1713,Bell Pepper & Cheese Macaroni,Italian,
1714,Udupi Style Sannappa,Udupi,
1715,Tomato All,Middle Eastern,
1716,Iyengar Bakery Khara Biscuit,South Indian,
1717,Cabbage Thoran,Kerala,
1718,Grilled Hummus Paneer Bhurji Sandwich,Fusion,
1719,Carrot and Beans Thoran,Kerala,
1720,Masoor Dal and Rajma Masala,North Indian,
1721,Watermelon Margarita Granita,Continental,
1722,Andhra Red Chilli Chutney,Andhra,
1723,Dhaba Style Green Moong Dal Tadka,North Indian,
1724,Carrot And Orange Loaf Cake,Continental,
1725,Orange Kulfi In Orange Shells,Indian,
1726,Banana And Mango Smoothie,Continental,
1727,Tandoori Paneer Samosa,Indian,
1728,Goan Pumpkin Sabzi,Goan,
1729,Pumpkin Halwa,Indian,
1730,Spicy Schezwan Vegetable Noodles,Indo Chinese,
1731,Maharashtrian Style Kakdichi Amti,Maharashtrian,
1732,No Onion And No Garlic Aloo Gajar Matar Ki Sabzi,North Indian,
1733,Tomato Chickpea and Coconut Soup,Continental,
1734,Veg Chilli Milli,North Indian,
1735,Kathal Biryani,Indian,
1736,Strawberry and Avocado Caprese Salad,Italian,
1737,Malai Chickpea Kebab,North Indian,
1738,Aloo Poha,Indian,
1739,Penne Pasta In Spinach Pesto Sauce,Italian,
1740,Arhar Ki Dal,Awadhi,
1741,No Onion No Garlic Aloo Gajar Ki Sabzi,Indian,
1742,Instant Garlic Pickle,Indian,
1743,Bhoplyache Gharge,Maharashtrian,
1744,Little Millet Pudding,South Indian,
1745,Brown Rice & Quinoa Risotto,Italian,
1746,Sama Khichdi,Indian,
1747,Gulab Jamun With Khoya,Indian,
1748,Bakery Style Baked Nippattu,Indian,
1749,Besan Bread Toast On Tawa,Indian,
1750,Baby Corn and Capsicum Masala,North Indian,
1751,Paneer Kulcha,North Indian,
1752,Ragi and Oats Breakfast Bowl,Continental,
1753,Pudina Moong Dal,North Indian,
1754,Red Poha And Flax Seeds Ladoo,Indian,
1755,Soft Idli,South Indian,
1756,Moong Dal Sookhi Sabzi,North Indian,
1757,Goan Style Baby,Goan,
1758,Vegan Chocolate Fudgesicles,Continental,
1760,Methi Matar Pulao,Indian,
1761,Badam Sharbat,Indian,
1762,Spicy Rice Stuffed Paratha,Indian,
1763,Maharashtrian Style Dashmi Roti,Maharashtrian,
1764,Broccoli Paneer and Peanut Masala,Indian,
1765,Stuffed Yellow Moong Dal And Onion Paratha,North Indian,
1766,Baked Banana Chips,Kerala,
1768,Potato And Paneer Reuben Sandwich,Continental,
1769,Mangalorean Chana Gassi,Mangalorean,
1770,Tisrayanche Suke,Goan,
1771,Stuffed Capsicum With Sweet Potato,Indian,
1772,Kumbakonam Filter Coffee,Tamil Nadu,
1773,Chettinad Style Puliogare Gojju,Chettinad,
1774,Moong Sprouts Pulao,Indian,
1775,Grated Cucumber Raita,Indian,
1776,Suran Fodi,Goan,
1777,Whole Wheat Stuffed Breadsticks,Continental,
1778,Andhra Style Makka Garelu,Andhra,
1779,Pineapple Cucumber Salad With Lemon Dressing,Indian,
1780,Pull Apart Bread With Basil Pesto,Continental,
1781,Millet Pumpkin Bread,North Indian,
1782,Fenugreek salt pare,Indian,
1783,Mooli Ki Sabzi,Indian,
1784,Sabudana Vada With Arrowroot Powder,Maharashtrian,
1785,Cheese Balls With Capsicum,Continental,
1786,Andhra Style Pulihora,Andhra,
1787,Sweet Potato Sabzi,Indian,
1788,Achappam,Kerala,
1789,Vazhaipoo Vadai,South Indian,
1790,Khira Gaintha,Indian,
1791,Foxtail Millet Nucchina Unde,South Indian,
1792,Senai Pachadi,Indian,
1793,Punjabi Style Tinda Sabzi,Punjabi,
1795,Schezwan Style Chinese Veg Samosa,North Indian,
1796,Mexican Sizzler,Mexican,
1797,Pudina Rasam,Tamil Nadu,
1798,Dry Moong Palak Dal,North Indian,
1799,Tomato Tarts,Continental,
1800,Aubergine Layered Baked Corn Cheese Quinoa Pasta,Italian,
1801,Corn Okra,Punjabi,
1802,Broccoli Cheese Mayo Sandwich,Continental,
1803,Pesto Pizza With Mushroom And Bell Pepper,Italian,
1804,Broccoli Capsicum Pulao,Indian,
1805,Maple Roasted Cinnamon Spiced Latte,Continental,
1806,Raw Mango Coconut Chutney,South Indian,
1807,Nolen Chawal Bhog,Bengali,
1808,Makhana Aloo Tikki,North Indian,
1809,Peanut Chutney Podi,Karnataka,
1810,Udupi Style Sambar,Udupi,
1811,Tandoori Potato Wedges,Fusion,
1812,Low Fat Strawberry Frozen Yogurt,Continental,
1813,Semma Rice Coconut Milk Sauce,Kerala,
1814,Badam Milk,Indian,
1815,Spicy Potato Chutney Sandwich,Fusion,
1816,Andhra Style Urlugadda Munagakaya Charu,Andhra,
1817,Buttered Broccoli Poriyal Sabzi,Continental,
1818,Kathirikai Poondu Pirattal,Chettinad,
1819,Roasted Carrot & Green Pepper Hummus,Middle Eastern,
1820,Broken Wheat and Mixed Millet Upma,South Indian,
1822,Baked Beans Shakshuka,Middle Eastern,
1823,Bengali Aloo Jhinge Posto Curry,Bengali,
1824,Bhogichi Bhaji,Maharashtrian,
1825,Sweet Corn And Raw Mango Salad,Indian,
1826,Crunchy Creamy Coleslaw,Continental,
1827,Maharastrian Style Bharli Bhindi,Maharashtrian,
1828,Mixed Vegetable Akki Roti,North Karnataka,
1829,Bitter Gourd Peel Puri,North Indian,
1830,Green Apple, Radish & Pepper Salad,
1831,Mangalore Cucumber Chana Dal Subzi,Mangalorean,
1832,Bitter gourd poriel,South Indian,
1833,Bengali wash,Bengali,
1835,Vagharela Chawal,Parsi,
1836,Pudina Sooji & Oats Dhokla,Gujarati,
1837,Rajma and Corn Salad,Indian,
1838,Awadhi Style Taheri,Awadhi,
1839,Besan Katli Ki Sabzi,Uttar Pradesh,
1840,Bengali Style Khichuri Aar Labra,Bengali,
1841,Parwal Ki Mithai,North Indian,
1842,Broken Wheat And Apple Porridge,Continental,
1844,Classic Banana Walnut Steamed Bread in Preethi Electric Pressure Cooker,Continental,
1845,Pathare Prabhu Roath,Maharashtrian,
1846,Mee Bakso,Asian,
1847,Ice Cream Cake With Chocolate Mocha Frosting,Continental,
1848,Spinach & Apple Salad With Orange Dressing,Continental,
1849,Roasted Bell Pepper Pasta Sauce,Italian,
1850,Kacche Aam Ki Launji,Rajasthani,
1851,Lemongrass Tomato Corn Soup,Continental,
1852,Mulangi Thoran,Kerala,
1853,Bellada Coffee With Milk,Karnataka,
1854,Kadhi Pakora,Punjabi,
1855,Spicy Potato Wraps,Fusion,
1856,Bitter Gourd Chips,Indian,
1857,Beetroot Rosti,European,
1858,Stuffed Mushrooms With Spinach & Parmesan,Continental,
1859,Broccoli Cream Kofta,Lucknowi,
1860,Sweet Potato Flatbread,Indian,
1861,Kerala Style Appam Without Yeast,Kerala,
1862,Senai Kizhangu Varuval,South Indian,
1863,Tomato Chole,North Indian,
1864,Horsegram Dal,Indian,
1865,Herbed Muffins With Cheese,Continental,
1867,Kobbari Charu,South Indian,
1868,Super Food Green Smoothie With Greek Yogurt Papaya Spirulina & Wheat Grass,Continental,
1869,Sweet Lime Soda,Indian,
1870,Malai Kofta Curry,North Indian,
1872,Konkani Style Alasande Randayi,Konkan,
1873,Sweet And Spicy Tofu Salad With Beetroot,Continental,
1874,Madras Lamb Curry,South Indian,
1876,Aloo Simla Mirch Ki Sabzi,Gujarati,
1877,Carrot And Broccoli Poriyal,Tamil Nadu,
1878,Cabbage & Buttermilk Curry,Indian,
1879,Kheel Paniyaram,South Indian,
1880,Dhaba Style Dal Fry,North Indian,
1881,Ragi Onion Uttapam,South Indian,
1882,Sabudana Vada,Indian,
1883,Ragi, Wheat & Oat Waffles With Maple Syrup,
1886,Creamy Alfredo Cauliflower Pasta,Italian,
1887,Nolen Gurer Payesh,Bengali,
1888,Gujarati Mooli Bajra Muthia,Gujarati,
1889,Spicy Chana Chaat Frankie,North Indian,
1890,Chow Chow Milagu Kootu,South Indian,
1891,Panjiri,Punjabi,
1892,Overnight Oats,Continental,
1893,Matar Poha,North Indian,
1894,Baked Lebanese Pumpkin Kibbi,Middle Eastern,
1895,Cheese Garlic Naan,North Indian,
1896,Paneer Biryani,Indian,
1897,Chickpea Flour Crepes With Salad And Chutney Spread,Continental,
1898,Tamil Nadu Style Paneer Kurma,Tamil Nadu,
1899,Pudina Buttermilk,North Indian,
1900,Kashmiri Paneer Gravy,Kashmiri,
1901,Spicy Onion Tomato Masala Sandwich,Fusion,
1902,Chickpea Soup,North Indian,
1903,Crispy Oven Roasted Curried Chickpeas,Indian,
1904,Rose Flavoured Shahi Tukda,Hyderabadi,
1905,Watermelon Rasam,South Indian,
1906,Bannada Saute Majjige Huli,Malabar,
1907,Papaya Sorbet,Continental,
1908,Masala Chaas,Indian,
1909,Karnataka Style Harive Soppu Bendi,Karnataka,
1911,Pesara Pappu Pulusu,Andhra,
1912,Moong Bhajji,Indian,
1913,Khichdi Roti रेसिपी,Indian,
1914,Kumror Chokka,Bengali,
1915,Oats, Peas & Tofu Stuffed Paratha,
1916,Plum Galette With A Flaky Whole Wheat Pie Crust,French,
1917,Vadyancho Ross,Goan,
1918,Kadale Chutney,South Indian,
1919,Spicy Potato Roast,South Indian,
1920,Roasted Tomato And Mozzarella Caprese Salad With Basil Balsamic Vinegar,Italian,
1921,Sichuan Dan,Sichuan,
1922,Spaghetti Pasta in Basil Pesto Sauce,Italian,
1923,Punjabi Mixed Vegetable Kadai,Punjabi,
1924,Soya Chunks Sabzi,Indian,
1925,Lemon Coriander Soup,Indo Chinese,
1927,Goan Vegetable Curry,Goan,
1928,Cauliflower Fried Rice,Indian,
1929,Chocolate And Oats Christmas Cookie Cake,Continental,
1931,Stuffed Jacket Potatoes,Continental,
1932,Palak Puri,North Indian,
1933,Guilt Free Fruit Cream,Continental,
1934,Greek Style Gigantes Plaki,Greek,
1935,Laal Maas Biryani,Rajasthani,
1936,Makhana Badam Mixture,Fusion,
1937,Ridge Gourd Pachadi,South Indian,
1938,Kashmiri Style Rista,Kashmiri,
1939,Irish Cream Bundt Cake,Dessert,
1940,Aubergine in Spicy Peanut Sauce,Thai,
1941,Paneer Cheese Puffs,Fusion,
1943,Matkiche Vade,Maharashtrian,
1944,Halloumi Bruschetta with Tomato and Roasted Red Capsicum,Fusion,
1945,Moru Kachiyathu,Kerala,
1946,Dal Vada with Oats and Vegetable,Tamil Nadu,
1947,Maharastrian Varan Phal,Maharashtrian,
1948,Asian Style Bean Sprout & Corn Salad,Continental,
1949,Tres Leches,Mexican,
1950,Vegan Chocolate Mocha Banana Cake,Continental,
1951,Baked Jaggery Rasgulla,Oriya,
1952,Crispy Corn And Bell Peppers Chaat,Indian,
1953,Aloo Gobi Methi Tuk,Sindhi,
1954,Gujarati Badshahi Pulao,Gujarati,
1955,Sev,Indian,
1956,Brinjal Capsicum Sabji,Indian,
1958,Raw Banana Thoran,Kerala,
1959,Hunan Style Smacked Cucumber Pickles,Chinese,
1960,Creamy Kulfi Kebab With Tandoori Mayo,North Indian,
1961,Spinach Sun Dried Tomato Pasta,Italian,
1965,Frozen Strawberry Yogurt With Honey,Continental,
1967,Bengali Chapor Ghonto,Bengali,
1968,Simple Steamed Indian Beet Salad,Indian,
1969,Bhindi And Paneer Masala,North Indian,
1970,Caramelized Onion Tart with Ricotta Cheese,French,
1971,Schezwan Poha,Indo Chinese,
1972,Chocolate Pudding,Continental,
1973,Bengali Style Raw Mango Dal,Bengali,
1974,Kerala Thenga Chammanthi,Kerala,
1975,Potato Onion Cheela,Indian,
1976,Pumpkin Dal With Garlic Tadka,North Indian,
1977,Nawabi Mixed Vegetable Gravy,North Indian,
1979,Lobia Kebabs,North Indian,
1980,Thai Pineapple Vegetarian Fried Rice,Thai,
1981,Chinese Vegetable Dry Manchurian Balls,Indo Chinese,
1983,Peas Pulao,Indian,
1984,Creamy Mushroom Mini Pie,Continental,
1985,Hara Dhania Paratha,Indian,
1986,Watermelon Seeds And Pumpkin Seeds Podi,South Indian,
1987,Gulachi Poli,Maharashtrian,
1988,Dubki Wale Aloo,North Indian,
1989,Paruppu Urundai Rasam,South Indian,
1990,Chinna Vengaya Puli Kuzhambu,South Indian,
1991,How To Make  Almond Flour,South Indian,
1992,Moong Dal Dosa,South Indian,
1993,Arachuvitta Sambar,Tamil Nadu,
1994,Rabodi Ki Sabzi,Rajasthani,
1995,Sweet and Spicy Pineapple Paneer Tikka Tawa Pizza,Fusion,
1996,Sukhe Methi Chole,Indian,
1997,Mint Curd Rice,Indian,
1998,Healthy Whole Wheat Brown Butter Banana Bread,Continental,
1999,Maharastrian Batatyachi Bhaji,Maharashtrian,
2000,Mexican Style Sopa De Frijol,Mexican,
2001,Gopalkala,Indian,
2002,Linzer Cookies,Continental,
2003,Chinese Style Sweet And Spicy Broccoli Stir Fry With Sausage,Chinese,
2004,Red Chilli Garlic Sauce,Chinese,
2005,Peach Lassi,Indian,
2006,Masala Jowar Methi Roti,North Indian,
2007,Kesar Mawa Gujiya,Indian,
2008,Chocolate Rava Ladoo,Indian,
2010,Paneer Sweet Kadla Curry,Kerala,
2011,Hearty Vegetable Tortilla Soup,Mexican,
2013,Suran Ja Tuk,Sindhi,
2014,Achaari Aloo Gobhi,North Indian,
2015,Tofu Scramble,Fusion,
2016,Malabar Parrot,Kerala,
2018,Pinacolada Smoothie,Fusion,
2019,Tangy Tamarind Pumpkin Curry,Indian,
2020,Kit Kat Bars,Continental,
2021,Stuffed Mooli Paratha,North Indian,
2022,Vegan Hot Chocolate,Continental,
2023,Roasted Pumpkin, Orange and Urad Dal Salad,
2024,Instant Lemon Pickle,Indian,
2025,Cauliflower Soup,Continental,
2026,Kothamalli Thogayal,South Indian,
2027,Bottle Gourd & Mint Vegetable Juice,Indian,
2028,Kashmiri Style Noon Chai,Kashmiri,
2029,Karnataka Style Mangrasa,Karnataka,
2030,Huli Soppu Saaru,Karnataka,
2031,Andhra Style Aratikaya Vepudu,Andhra,
2032,Mumbai Style Spicy Murmura,Maharashtrian,
2033,Rajasthani Dal,Rajasthani,
2034,American Perugu Pachadi,Andhra,
2035,Bhindi Masala Curry,Indian,
2036,Cheesy Aloo Paratha,North Indian,
2037,Segdalu,Oriya,
2038,Matar Masala Tofu,Indian,
2039,Beans and Matki Bhaji,Maharashtrian,
2040,Gujarati Style Oriya Pak,Gujarati,
2041,Walnut Mushroom Veg Bolognese With A Twist,Italian,
2042,Creamy Herb Roasted Potato Soup In a Bread Bowl,Continental,
2043,Pasta Primavera With Fresh Basil,Italian,
2044,Assamese Style Dil Pasand,Assamese,
2045,Kothavarangai Paruppu Usili,South Indian,
2046,Broccoli And Aloo Lifafa Paratha,Indian,
2047,Cheesy Bruschetta With Capsicum And Tomatoes,Italian,
2048,Uddina Hittu,Udupi,
2049,Papad Er Dahna,Bengali,
2050,Konkani Style Doddak,Konkan,
2051,Turai Aloo Ki Sabzi,Indian,
2052,Pachai Payaru Payasam,South Indian,
2053,Garlic Toasted Beans Salad,Continental,
2054,Ratalu Ki Chutney,Indian,
2055,Onion Rava Dosa,Tamil Nadu,
2056,Tawa Tandoori Roti,North Indian,
2057,Kashmiri Rajma,Kashmiri,
2058,Barnyard Millet Jaggery Payasam,South Indian,
2059,Strawberry Cheesecake Bars,Continental,
2060,Ghee,Indian,
2061,Stuffed Capsicum Makhani,North Indian,
2062,General Tso's Cauliflower,Hunan,
2063,Broken Wheat And Green Moong Khichdi,North Indian,
2064,Mirchi Ke Tipore,Rajasthani,
2065,Peanut Chilli Dipping Sauce,Continental,
2066,Cheese Garlic Bread,Italian,
2067,Sriracha Hummus,Middle Eastern,
2068,Chocolate Almond Raisin Cookie,Continental,
2069,Savory Oatmeal Bowl with Chettinad Mushroom and Green Peas Stir Fry,World Breakfast,
2070,Lemon Buttermilk Cake,Continental,
2071,Roasted Red Pepper and Pumpkin Soup,Continental,
2072,Vegetarian Sago Dumpling,Thai,
2073,Pumpkin Raita,Indian,
2074,Whole,Indian,
2075,Zoodles Tossed In Cashew Cilantro Pesto,Italian,
2076,Chickpea Tikka Masala,North Indian,
2078,Kung Pao Tofu With Vegetables,Chinese,
2079,Bathua Aloo Paratha,North Indian,
2080,Saffron Pilaf,North Indian,
2081,Vellarikka Kosumalli,Indian,
2082,Baked Amritsari Kulcha,Punjabi,
2083,Baked Farfalle Pasta With Mushrooms Peas And Lemon White Sauce,Italian,
2084,Orange Yogurt Cake,Continental,
2085,Karamani,North Indian,
2086,Roasted Coriander Potatoes With Thyme,Indian,
2087,Fenugreek Makhana Matar Korma,North Indian,
2088,Amarnath Suji & Oats Dhokla,Gujarati,
2089,Postal Millet Lemon Rice,South Indian,
2090,Banana Bran Muffin,Continental,
2091,Bengali Special Chocolate Sandesh,Bengali,
2092,Baked Polenta Fries,Continental,
2094,Pasta In Spinach Basil Sauce,Italian,
2095,Spicy Sweet Corn & Oat Fritters,South Indian,
2096,Kashmiri Style Noon Tea,Kashmiri,
2097,Chilli Paneer,North Indian,
2098,Beetroot Falafel With Pita Bread,Middle Eastern,
2099,Dry Fruit Halwa,Indian,
2100,Potato Roulade,French,
2101,Simple Winter Salad With Beet, Carrots & Feta,
2102,Chatpata Kala Chana Frankie,Indian,
2103,Seppankizhangu Roast,South Indian,
2104,Moong Dal Ghughra,North Indian,
2105,Onion Kachori,Indian,
2106,Sitaphal Rabdi,Indian,
2107,Tulsi And Betel Leaves Rasam,South Indian,
2108,Kachumber Salad With Cucumber, Onion & Tomatoes,
2109,Spaghetti Pasta Alla Puttanesca,Italian,
2110,Vegetarian Chinese Samosa,North Indian,
2111,Khichdi With Fresh Spices,Indian,
2112,Chettinad Kavuni Arisi Sweet,Chettinad,
2113,Stuffed Masala Aloo Naan Made Without Oven,North Indian,
2114,Avengers Cheeseburger,Fusion,
2115,Stuffed Tomatoes with Quinoa, Spinach and Cheese,
2116,Cheesy Baked Spaghetti Pasta,Italian,
2117,Palak Tambuli,Karnataka,
2118,Spirulina and Mint Basil Pesto,Continental,
2119,Spring Roll Wrapper,Chinese,
2120,Semiya Biryani,South Indian,
2121,Chewy Pumpkin Seed Chikki,Indian,
2122,Honey Roasted Sweet Potato With Red Onions,Continental,
2124,Karwar style Tousali,Karnataka,
2125,Puffed Rice Bar,Indian,
2126,Roat,North Indian,
2127,Penne Pasta In Roasted Carrot Sauce & Olives,Italian,
2128,Apple Puree,Indian,
2130,Karamani Sundal,South Indian,
2131,Spinach Soft Shell Taco Stuffed with Cabbage Slaw Salad,Mexican,
2132,Herbed Brown Rice,Continental,
2133,Oat Olives and Broccoli Sandwich Spread,Continental,
2134,Thai Style Sweet Khao Tom,Thai,
2135,Nawabi Tawa Paratha,Lucknowi,
2136,Rajma Sagwara,North Indian,
2137,Roasted Vegetable Pasta Primavera,Italian,
2138,Sweet Potato Kheer,North Indian,
2139,Classic New York Style Cheesecake,Continental,
2140,Niramish Aloo Dum,Indian,
2141,Kerala Style Tomato Fry,Kerala,
2142,Coconut & Ricotta Dip with Banana Chips,Continental,
2143,Fettuccine Pasta With Roasted Red Bell Pepper Sauce,Italian,
2144,Mangalore Style Nurge Gashie,Mangalorean,
2145,Chana Aur Aloo Ki Sookhi Sabzi,North Indian,
2146,Sri Lankan Dal,Sri Lankan,
2147,Roasted Mushroom,Continental,
2148,Crispy & Spicy Paneer Starter,Indian,
2152,Crispy Pan Fried Pomfret,Indian,
2153,Chapor Ghonto,Bengali,
2154,Khao Neeo Mamuang,Thai,
2155,Awadhi Style Chickpea Kofta Biryani,Awadhi,
2156,Tomato and Sunflower Seed Dip,Mexican,
2157,Broccoli & Vegetable Coconut Curry,Mangalorean,
2158,Dry Chilli Baby Corn,Indo Chinese,
2159,No Bake Peanut Butter Granola Bar,Continental,
2160,Arbi Masala with Arabic Masala Kasuri Methi,Indian,
2161,Chipotle Roasted Mushroom Vegetarian Quesadilla,Mexican,
2162,Tomato Methi Rice,Indian,
2163,Chilli Garlic Toast,Fusion,
2164,Kollu Thogayal,South Indian,
